model,features,use_pca,n_features,train_time_s,val_roc_auc,val_pr_auc,holdout_roc_auc,holdout_pr_auc,holdout_f1,holdout_precision,holdout_recall,holdout_specificity,preprocessing
random_forest,combined,False,456,1.27650785446167,0.8530806748507471,0.3715176365868367,0.8530903699079133,0.3923075431538531,0.2737642585551331,0.3956043956043956,0.2093023255813953,0.9589858314690528,
gradient_boosting,combined,False,456,89.69191718101501,0.8448488214296911,0.3804040946238127,0.8446881015555902,0.3655226518119033,0.1596244131455399,0.4146341463414634,0.0988372093023255,0.9821029082774048,
svm_rbf,combined,False,456,15.798041105270386,0.8220164010050206,0.3731221569134517,0.8240206024660527,0.3363453341078383,0.4093816631130064,0.3232323232323232,0.5581395348837209,0.8501118568232662,
logistic_regression,combined,False,456,10.460866928100586,0.7954756157094934,0.3290907528477335,0.7967284046962523,0.2888393342815594,0.3541666666666667,0.2524752475247525,0.5930232558139535,0.7747949291573453,
logistic_regression,dermoscopy_full,False,122,3.0921740531921387,0.8003529216809464,0.3286204578695916,0.8240509512165514,0.34134210059286635,0.3940740740740741,0.2644135188866799,0.7732558139534884,0.7240865026099925,True
svm_rbf,dermoscopy_full,False,122,5.912683963775635,0.7916508045987308,0.30229631567812837,0.8184971298753099,0.38650369491110165,0.3867069486404834,0.2612244897959184,0.7441860465116279,0.7300521998508576,True
gradient_boosting,dermoscopy_full,False,122,23.732243299484253,0.785994204560214,0.32042579647253744,0.8085904306054142,0.39379349360346383,0.23696682464454977,0.6410256410256411,0.14534883720930233,0.9895600298284862,True
random_forest,dermoscopy_full,False,122,0.6590080261230469,0.7770099292813026,0.30382349576433065,0.8077146523767407,0.3989329164190449,0.40145985401459855,0.5392156862745098,0.31976744186046513,0.964951528709918,True
